index,Original Text,Extracted Laws
70,"1. 범죄사실에 대한 해당법조 및 형의 선택
피고인들: 형법 제114조(범죄단체 가입 및 활동의 점, 포괄하여), 각 형법 제347조    제1항, 제30조(사기의 점, 피해자별로 포괄하여), 범죄수익은닉의 규제 및 처벌 등에    관한 법률 제3조 제1항 제1호, 형법 제30조(범죄수익 취득 가장의 점, 포괄하여)
1. 경합범 가중
피고인들: 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 추징
피고인 B, C: 부패재산의 몰수 및 회복에 관한 특례법 제5조 제1항, 제6조 제1항
1. 배상명령신청의 각하
소송촉진 등에 관한 특례법 제32조 제1항 제1호, 제26조 제1항(변론종결 후의 신청으로 부적법함)","특례법 32조 제1항 제1호, 특례법 5조 제1항, 형법 114조, 형법 30조, 형법 347조 제1항, 형법 37조"
71,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제347조 제1항, 제30조(사기의  점), 범죄수익은닉의 규제 및 처벌 등에 관한    법률 제3조 제1항 제1호, 형법 제30조(범죄수익은닉의 점), 각 징역형 선택
1. 누범가중
형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 30조, 형법 347조 제1항, 형법 35조, 형법 37조"
72,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제305조 제2항, 제298조(징역형 선택)
1. 집행유예
형법 제62조 제1항
1. 수강명령
아동 · 청소년의 성보호에 관한 법률 제21조 제2항 본문
1. 취업제한명령
아동·청소년의 성보호에 관한 법률 제56조 제1항 본문, 장애인복지법 제59조의3 제1항 본문
1. 공개명령 및 고지명령의 면제
성폭력범죄의 처벌 등에 관한 특례법 제47조 제1항, 제49조 제1항, 아동 · 청소년의   성보호에 관한 법률 제49조 제1항 단서, 제50조 제1항 단서(피고인의 연령, 재범위험성, 이 사건 범행의 동기, 범행의 내용 및 결과, 공개명령 또는 고지명령으로 인하여   피고인이 입을 불이익의 정도와 예상되는 부작용, 그로 인해 달성할 수 있는 성범죄의 예방 및 피해자 보호 효과 등을 종합하면, 피고인에게 신상정보를 공개 및 고지하여서는 아니 될 특별한 사정이 있다고 판단된다.)","장애인복지법 59조, 특례법 47조 제1항, 형법 305조 제2항, 형법 62조 제1항"
73,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항(사기의 점), 각 형법 제231조(사문서위조의 점), 각 형법 제234조, 제231조(위조사문서행사의 점), 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예","형법 231조, 형법 234조, 형법 347조 제1항, 형법 37조"
74,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제298조, 징역형 선택
1. 누범가중
형법 제35조
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 이수명령
성폭력범죄의 처벌 등에 관한 특례법 제16조 제2항 본문
공개·고지명령 및 취업제한명령의 면제
피고인의 나이, 범행의 종류와 내용, 범행과정, 범죄전력, 그 밖에 공개 · 고지명령 및 취업제한명령으로 기대되는 사회적 이익 및 성폭력범죄의  예방 효과와 그로 인한 피고인의 불이익 및 예상되는 부작용 등 제반 사정을 종합하면, 피고인의 신상정보를 공개, 고지하거나 아동 · 청소년 관련기관 등과 장애인관련기관에 취업제한을 명하여서는 아니 될 특별한 사정이 있다고 판단되므로, 피고인에 대하여 공개 · 고지명령 및 취업제한명령을 선고하지 아니한다.
신상정보의 등록 및 제출의무
판시 범죄사실에 대하여 유죄판결이 확정되는 경우 피고인은 성폭력범죄의 처벌 등에 관한 특례법 제42조 제1항에 의하여 신상정보 등록대상자에 해당하게 되므로, 같은 법 제43조에 따라 관할기관에 신상정보를 제출할 의무가 있다.","특례법 16조 제2항, 특례법 42조 제1항, 형법 298조, 형법 35조, 형법 37조"
75,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 배상명령 및 가집행선고
소송촉진 등에 관한 특례법 제25조 제1항, 제31조 제1 내지 3항","특례법 25조 제1항, 형법 347조 제1항, 형법 37조"
76,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 배상명령신청의 각하
소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제25조 제3항 제3호(배상책임의 범위가 명백하지 않아 배상명령을 하는 것이 타당하지 아니하다고 인정됨)","특례법 32조 제1항 제3호, 형법 347조 제1항, 형법 37조"
77,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항","형법 347조 제1항, 형법 37조, 형법 62조 제1항"
78,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 제30조(사기의  점, 징역형 선택), 형법 제352조, 제347조    제1항, 제30조(사기미수의 점, 징역형 선택)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
형법 제62조의2
1. 배상명령신청의 각하
소송촉진 등에 관한 특례법 제32조 제1항, 제2항, 제3항, 제25조 제3항[배상신청인    B는 피고인의 범죄행위로 인한 피해금으로 5,750만 원의 지급을 구하였는데, 피고인은 피해자 B로부터 1,750만 원을 교부받아 편취한 것으로 공소제기 되었을 뿐만    아니라 2023. 12. 7. 배상신청인 B에게 피해금 일부를 지급하고 합의하였고, 배상신청인 C은 피고인의 범죄행위로 인한 피해금으로 2,793만 원의 지급을 구하였는데,    피고인이 2023. 12. 6. 배상신청인 C에게 피해금 일부를 지급하고 합의하였는바, 위와 같이 합의함으로써 피고인의 배상책임 범위가 명백하지 아니하여, 이 사건 형사소송절차에서 위 배상신청인들에 대한 배상명령을 하는 것이 타당하지 아니하다고    인정됨]","특례법 32조 제1항, 형법 347조 제1항, 형법 352조, 형법 37조, 형법 62조, 형법 62조 제1항"
79,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제355조 제1항(횡령의 점, 징역형 선택), 각 형법 제347조의2(컴퓨터 등 사용사기의 점, 징역형 선택), 형법 제356조, 제355조 제1항(업무상횡령의 점, 징역형 선택)
1. 누범가중
형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 347조, 형법 355조 제1항, 형법 356조, 형법 35조, 형법 37조"
80,"1. 범죄사실에 대한 해당법조 및 형의 선택
○ 판시 제1항 : 형법 제114조, 형법  제347조의2, 제30조(범죄단체가입 및 활동의                       점, 포괄하여, 징역형 선택)
○ 판시 제2항 : 각 형법 제347조의2, 제30조(컴퓨터등사용사기의 점, 별지 범죄일람표 순번 1, 3, 4, 11, 12번 기재 각 피해자를 제외한 나머지 피해자들에 대하여는 피해자별로 포괄하여, 징역형 선택)
○ 판시 제3항 : 형법 제257조 제1항(상해의 점, 징역형 선택)
○ 판시 제4항 : 형법 제149조, 제145조 제1항(도주미수의 점)
[도주죄에서의 체포란 사람의 신체에 대하여 직접적이고 현실적인 구속을 가함으로써 신체활동의 자유를 박탈하는 것을 말하나, 그 방법이 반드시 물리적인 방법일 것을 요하지는 않고, 체포영장을 제시하여 동행케 하는 무형적 방법에 의하여도 가능하다.
살피건대, 이  법원이 적법하게 채택·조사한 증거들에 의하여  인정되는 다음과 같은 사정들 즉, 경찰 3인은 사건 당시 피고인에게 경찰신분증을 제시하고 미란다원칙 등을 고지하였으며  판사가 발부한 체포영장을 제시하고 체포한다는 고지를 마친 상태였던 점, 피고인은 체포에 불응하는 태도 없이 경찰관들에게 '지금 펜션에 손님이 많아 보는 눈이 많고 부친에게 펜션 업무를 인계한 후 경찰관과 동행하겠다'고 요청하였던 점, 경찰관들은 피고인의 요청을 받아들여 피고인 곁에서 피고인의 업무 인수인계 과정을 감시하고 있었던 점, 피고인이 도주하자 경찰관이 곧바로 추격을 시작하여 약 30m 추격 후 피고인을 붙잡은 점 등을 종합적으로 고려하면, 피고인은 도주 직전 경찰관 3명에 의하여 무형적 방법으로 신체활동의 자유에 대한 직접적·현실적인 구속을 당하여 체포된 상태였다고 볼 수 있다. 따라서 ""피고인은 사건 당시 신체에 현실적인 구속이 있었던 것이 아니므로 '체포된 자'가 아니어서 도주죄의 주체가 될 수 없다""는 피고인 및 변호인의 주장은 이유 없다.]
○ 판시 제5항 : 형법 제136조 제1항(공무집행방해의 점, 징역형 선택)
1. 누범가중
형법  제35조, 제42조 단서[특정범죄가중처벌등에관한법률위반(도주차량)죄 등의  전과가 있으므로 판시 제1, 2의 각 죄에 대하여, 도로교통법위반(음주운전)죄, 도로교통법위반(무면허운전)죄의 전과가 있으므로 판시 제3죄에 대하여]
1. 경합범처리
형법 제37조 후단, 제39조 제1항[판시 제1, 2의 각 죄와 판결이 확정된 도로교통법위반(음주운전)죄, 도로교통법위반(무면허운전)죄 상호간, 판시 제3죄와 판결이 확정된 상해죄, 도로교통법위반(무면허운전)죄 상호간]
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 114조, 형법 136조 제1항, 형법 149조, 형법 257조 제1항, 형법 347조, 형법 35조, 형법 37조"
81,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제347조 제1항, 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항","형법 347조 제1항, 형법 37조"
82,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항(피해자 B에 대한 사기의 점은 포괄하여), 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 집행유예
형법 제62조 제1항
1. 사회봉사명령
형법 제62조의2
1. 배상신청 각하
소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제2항, 제25조 제3항 제3호","특례법 32조 제1항 제3호, 형법 347조 제1항, 형법 37조, 형법 62조, 형법 62조 제1항"
83,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 각 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 347조 제1항, 형법 37조"
84,"『피고인 A』
1. 범죄사실에 대한 해당법조 및 형의 선택
각 구 임금채권보장법(2021. 4. 13. 법률 제18042호로 개정되기 전의 것. 이하 같음) 제28조 제1항 제1호, 제2호, 제7조, 형법 제30조(본인/타인 체당금 부정수령의    점). 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
『피고인 B』
1. 범죄사실에 대한 해당법조 및 형의 선택
각 구 임금채권보장법 제28조 제1항 제2호, 제7조 형법 제30조(타인 체당금 부정수령의 점). 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 사회봉사명령
형법 제62조의2
『피고인 C』
1. 범죄사실에 대한 해당법조 및 형의 선택
각 구 임금채권보장법  제28조 제1항 제1호, 제2호, 제7조, 형법 제30조(본인/타인체당금 부정수령의 점). 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 사회봉사명령
형법 제62조의2","임금채권보장법 28조 제1항 제1호, 임금채권보장법 28조 제1항 제2호, 형법 30조, 형법 37조, 형법 62조, 형법 62조 제1항"
85,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 성폭력범죄의 처벌 등에 관한 특례법 제14조 제1항(카메라 등 이용 촬영의 점),    위치정보의 보호 및 이용 등에 관한 법률 제40조 제4호, 제15조 제1항(개인위치정보 수집의 점), 각 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 수강명령
성폭력범죄의 처벌 등에 관한 특례법 제16조 제2항 본문
1. 취업제한명령
구 아동 · 청소년의 성보호에 관한 법률(2021. 1. 12. 법률 제17893호로 개정되기 전의 것) 제56조 제1항 본문, 구 장애인복지법 부칙(법률 제15904호, 2018. 12. 11.)    제2조, 구 장애인복지법(2020. 12. 29. 법률 제17791호로 개정되기 전의 것) 제59조의3 제1항 본문, 구 장애인복지법(2021. 7. 27. 법률 제18333호로 개정되기 전의    것) 제59조의3 제1항 본문
1. 몰수
형법 제48조 제1항 제1호
신상정보 등록 및 제출의무
등록대상  성범죄인  판시  각  성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영 · 반포등)죄의 범죄사실에 관하여 유죄판결이 확정되는 경우, 피고인은 성폭력범죄의 처벌 등에 관한 특례법 제42조 제1항의 신상정보 등록대상자가 되므로 같은 법 제43조에 따라 관할 경찰관서의 장에게 신상정보를 제출할 의무가 있다.
한편 신상정보 등록의 원인이 된 위 각 죄와 나머지 죄의 형과 죄질, 범정의 경중 등을 종합하여 볼 때, 성폭력범죄의 처벌 등에 관한 특례법 제45조 제4항에 따라 신상정보 등록기간을 선고형에 따른 기간보다 더 단기의 기간으로 정할 필요는 없다고 판단되므로, 신상정보 등록기간을 단축하지 않기로 한다.
공개명령 및 고지명령의 면제
성폭력범죄의 처벌 등에 관한 특례법 제47조 제1항, 제49조 제1항, 아동 · 청소년의 성보호에 관한 법률 제49조 제1항 단서, 제50조 제1항 단서(피고인에 대한 신상정복등록 및 성폭력 치료강의 수강만으로도 어느 정도 재범을 방지하는 효과를 기대할 수 있다고 보인다. 그 밖에 피고인의 나이, 직업, 범행의 경위, 사회적 유대관계, 공개 · 고지명령을 통하여 기대되는 이익 및 예방 효과와 그로 인한 불이익 및 부작용 등을 종합하적으로 고려하면, 피고인의 신상정보를 공개 · 고지하여서는 아니 될 특별한 사정이 있다고 판단된다)","특례법 14조 제1항, 특례법 16조 제2항, 특례법 42조 제1항, 특례법 45조 제4항, 특례법 47조 제1항, 형법 37조, 형법 48조 제1항 제1호, 형법 62조 제1항"
86,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제114조(범죄단체가입 및 활동의 점, 포괄하여), 각 형법 제347조 제1항, 제30조(각 사기의 점, 피해자별로 포괄하여), 각 징역형 선택
1. 경합범처리
각 형법 제37조 후단, 제39조 제1항(피고인 C)
1. 경합범가중
각 형법 제37조 전단, 제38조 제1항 제2호, 제50조","형법 114조, 형법 347조 제1항, 형법 37조"
87,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제356조, 제355조 제1항(업무상횡령의 점, 징역형 선택), 각 구 자동차손해배상 보장법(2021. 7. 27. 법률 제18347호로 개정되기 전의 것) 제46조 제2항 제2호, 제8조 본문(의무보험에 가입되어 있지 아니한 자동차를 운행한 점, 징역형 선택)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
형법 제62조의2","형법 356조, 형법 37조, 형법 62조, 형법 62조 제1항"
88,"1. 범죄사실에 대한 해당법조
각 형법 제347조 제1항, 제30조(사기의 점), 각 범죄수익은닉의 규제 및 처벌 등에    관한 법률 제3조 제1항 제1호, 형법 제30조(범죄수익 처분 사실 가장의 점), 각 주민등록법 제37조 제10호, 형법 제30조(주민등록번호 부정사용의 점), 각 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 배상명령신청 각하
각 소송촉진 등에 관한 특례법 제32조 제1항, 제2항, 제25조 제3항 제3호(피고인의    배상책임의 범위가 명백하지 아니함)","주민등록법 37조 제10호, 특례법 32조 제1항, 형법 30조, 형법 347조 제1항, 형법 37조"
89,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 제32조 제1항(사기방조의 점), 각 주민등록법 제37조 제1항    제10호(주민등록번호 부정사용의 점), 범죄수익은닉의 규제 및 처벌 등에 관한 법률    제3조 제1항 제1호(범죄수익등 처분 사실 가장의 점, 포괄하여)
1. 상상적 경합
형법 제40조, 제50조(판시 각 주민등록법위반죄와 범죄수익은닉의규제및처벌등에관한법률위반죄  상호간, 형이  가장 무거운 범죄수익은닉의규제및처벌등에관한법률위반죄에 정한 형으로 처벌)
1. 형의 선택
각 징역형 선택
1. 방조감경
형법 제32조 제2항, 제55조 제1항 제3호(사기방조죄에 대하여)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조(각 사기방조죄와 범죄수익은닉의규제및처벌등에관한법률위반죄에  대하여 죄질이  더 무거운 사기방조죄에 정한 형에    경합범 가중)(판시 2023고단369 사건 제2항 기재 각 명의인마다 주민등록법위반죄는 실체적 경합범 관계에 있으나, 상상적 경합범 관계에 있는 범죄수익은닉의규제    및처벌등에관한법률위반죄와 대비하여 가장 중한 죄에 정한 형으로 처단하면 족하고 따로 경합범 가중을 할 필요가 없다. 대법원 2001. 2. 9. 선고 2000도1216 판결    등 참조)
1. 집행유예
형법 제62조 제1항
1. 사회봉사명령
형법 제62조의2","주민등록법 37조 제1항 제10호, 형법 32조 제2항, 형법 347조 제1항, 형법 37조, 형법 40조, 형법 62조, 형법 62조 제1항"
90,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항, 제30조(사기의 점, 징역형 선택), 형법 제225조(공문서위조의 점), 형법 제229조, 제225조(위조공문서행사의 점)
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 배상신청의 각하
소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제25조 제3항 제3호(피고인의 배상책임의 범위가 명백하지 아니함)","특례법 32조 제1항 제3호, 형법 225조, 형법 229조, 형법 347조 제1항, 형법 37조"
91,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제347조 제1항, 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 집행유예
형법 제62조 제1항(아래 유리한 정상 참작)","형법 347조 제1항, 형법 37조, 형법 62조 제1항"
92,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제260조 제1항(폭행의  점), 형법제298조(강제추행의  점), 제136조 제1항(공무집행방해의 점), 각 징역형 선택
1. 누범 가중
형법 제35조
1. 경합범 가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 이수명령
성폭력범죄의 처벌 등에 관한 특례법 제16조 제2항
1. 공개명령과 고지명령의 면제
[이 사건 추행의 정도와 신상정보등록 및 이수명령으로 재범 방지 효과를 어느 정도 기대할 수 있는 것으로 보이는 점, 그 밖에 피고인의 연령, 성행, 공개 · 고지명령으로 인하여 피고인이 입는 불이익의 정도와 예상되는 부작용, 그로 인하여 달성할    수 있는 등록대상 성폭력범죄의 예방 및 피해자 보호 효과 등 여러 사정을 종합해    보면, 피고인의 신상정보를 공개 · 고지하여서는 아니 될 특별한 사정이 있다고 판단되므로, 성폭력범죄의 처벌 등에 관한 특례법 제47조 제1항, 제49조 제1항, 아동 ·청소년의 성보호에 관한 법률 제49조 제1항 단서, 제50조 제1항 단서에 따라 피고인에 대하여 공개명령, 고지명령을 선고하지 아니한다]
1. 취업제한명령
아동 · 청소년의 성보호에 관한 법률 제56조 제1항 본문, 장애인복지법 제59조의3    제1항 본문","장애인복지법 59조, 특례법 16조 제2항, 특례법 47조 제1항, 형법 260조 제1항, 형법 298조, 형법 35조, 형법 37조"
93,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 형법 제347조 제1항(사기의 점), 징역형 선택
1. 누범가중",형법 347조 제1항
94,"1. 범죄사실에 대한 해당법조 및 형의 선택
피고인들: 각 포괄하여 형법 제114조 본문, 제347조 제1항(범죄단체 가입 및 활동의 점), 각 징역형 선택
1. 경합범처리
피고인 D: 형법 제37조 후단, 제39조 제1항
1. 집행유예
피고인 C, E: 각 형법 제62조 제1항(피고인들이 각 초범이고, 남자친구를 따라 중국으로 가 이 사건 범행에 가담하게 된 점, 피고인들의 범행에 가담한 기간이 1개월    남짓에 불과한 점 등 유리한 정상을 참작함)
1. 추징
피고인 A, B: 각 범죄수익은닉의 규제 및 처벌 등에 관한 법률 제10조 제1항, 제8조 제1항
1. 가납명령
피고인 A, B: 각 형사소송법 제334조 제1항","형법 114조, 형법 37조, 형법 62조 제1항, 형사소송법 334조 제1항"
95,"1. 범죄사실에 대한 해당법조 및 형의 선택
형법 제347조 제1항, 포괄하여, 징역형 선택
1. 경합범처리
형법 제37조 후단, 제39조 제1항
1. 집행유예
형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
형법 제62조의2","형법 347조 제1항, 형법 37조, 형법 62조, 형법 62조 제1항"
96,"1. 범죄사실에 대한 해당법조
▪ 각 사기방조: 형법 제347조 제1항, 제32조 제1항, 피해자 B에 대해서는 포괄하여
■ 전기통신금융사기목적정보등입력방조: 전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 제15조의2 제1항 제2호, 형법 제32조 제1항
■ 컴퓨터등사용사기방조: 형법 제347조의2, 제32조 제1항
1. 상상적 경합
형법 제40조, 제50조
1. 형의 선택
징역형 선택
1. 방조감경
형법 제32조 제2항, 제55조 제1항 제3호
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 배상신청의 각하
각 소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제25조 제3항 제3호: 피고인의 배상책임의 유무 또는 그 범위가 명백하지 아니함","특례법 32조 제1항 제3호, 특별법 15조, 형법 32조 제1항, 형법 32조 제2항, 형법 347조, 형법 347조 제1항, 형법 37조, 형법 40조"
97,"1. 범죄사실에 대한 해당법조 및 형의 선택
가. 피고인 A : 형법 제114조(범죄집단가입 · 활동의 점), 형법 제347조 제1항, 제30조(각 사기의 점), 각 징역형 선택
나. 피고인 B, C, D, E : 각 형법 제347조 제1항, 제30조, 각 징역형 선택
1. 누범가중
피고인 A : 형법 제35조
1. 경합범가중
피고인 A, B : 각 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
피고인 C, D, E : 각 형법 제62조 제1항
1. 추징","형법 114조, 형법 347조 제1항, 형법 35조, 형법 37조, 형법 62조 제1항"
98,"1. 범죄사실에 대한 해당법조
○ 피고인 A: 각 형법 제347조 제1항, 제32조(사기방조의 점), 각 금융실명거래 및 비밀보장에 관한 법률 제6조 제1항, 제3조 제3항(불법재산의 은닉 등 목적 타인실명 금융거래의 점), 각 징역형 선택
○ 피고인 B, D, E, F: 각 형법 제314조 제1항, 제313조(업무방해의 점), 각 전자금융거래법 제49조 제4항 제1호, 제6조 제3항 제1호(접근매체양도의 점), 각 징역형 선택
○ 피고인 C: 각 형법 제314조 제1항, 제313조(업무방해의 점), 전자금융거래법 제49조 제4항 제1호, 제6조 제3항 제1호(접근매체양도의 점), 각 징역형 선택
1. 방조감경
○ 피고인 A: 형법 제32조 제2항, 제55조 제1항 제3호
1. 경합범처리
○ 피고인 B, D, F: 형법 제37조 후단, 제39조 제1항
1. 경합범가중
○ 피고인들: 형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
○ 피고인 B, C, D, E, F: 형법 제62조 제1항
1. 보호관찰 및 사회봉사명령
○ 피고인 B, C, D, E, F: 형법 제62조의2
1. 몰수
○ 피고인 C: 형법 제48조 제1항 제1호
1. 배상신청 각하
○ 피고인 A: 소송촉진 등에 관한 특례법 제32조 제1항 제3호, 제25조 제3항 제3호(배상책임의 존부 및 범위가 명백하지 아니함)","전자금융거래법 49조 제4항 제1호, 특례법 32조 제1항 제3호, 형법 314조 제1항, 형법 32조 제2항, 형법 347조 제1항, 형법 37조, 형법 48조 제1항 제1호, 형법 62조, 형법 62조 제1항"
99,"1. 범죄사실에 대한 해당법조 및 형의 선택
피고인들 : 각 형법 제347조 제1항, 제30조, 각 징역형 선택
1. 누범가중
피고인 C : 형법 제35조
1. 경합범처리
피고인들 : 각 형법 제37조 후단, 제39조 제1항
1. 형의 면제
피고인들 : 각 형법 제39조 제1항 후문","형법 347조 제1항, 형법 35조, 형법 37조, 형법 39조 제1항"
100,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 성폭력범죄의 처벌 등에 관한 특례법 제14조 제1항, 징역형 선택
1. 누범가중
형법 제35조
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 이수명령
성폭력범죄의 처벌 등에 관한 특례법 제16조 제2항 본문
1. 취업제한명령
아동·청소년의 성보호에 관한 법률 제56조 제1항 본문, 장애인복지법 제59조의3 제1항 본문
1. 몰수
형법 제48조 제1항 제1호(서울중앙지방검찰청 2023년 압 제2301호의 증 제1호)
1. 공개명령 및 고지명령의 면제
성폭력범죄의 처벌 등에 관한 특례법 제47조 제1항, 제49조 제1항, 아동·청소년의    성보호에 관한 법률 제49조 제1항 단서, 제50조 제1항 단서(공개명령 및 고지명령으로 기대되는 성폭력범죄의 예방 및 피해자 보호 효과와 피고인이 입게 될 불이익    및 예상되는 부작용을 종합하여 고려하면, 피고인의 신상정보를 공개, 고지하여서는    아니 될 특별한 사정이 있다고 판단된다)
신상정보의 등록 및 제출의무
판시 범죄사실에 관하여 유죄판결이 확정되는 경우, 피고인은 성폭력범죄의 처벌 등에 관한 특례법 제42조 제1항의 신상정보 등록대상자가 되므로, 같은 법 제43조에 따라 관할기관에 신상정보를 제출할 의무가 있다.","장애인복지법 59조, 특례법 14조 제1항, 특례법 16조 제2항, 특례법 42조 제1항, 특례법 47조 제1항, 형법 35조, 형법 37조, 형법 48조 제1항 제1호"
101,"1. 범죄사실에 대한 해당법조 및 형의 선택
각 마약류관리에 관한 법률 제60조 제1항 제2호, 제4조 제1항 제1호, 제2조 제3호    나목(필로폰 단독 매매, 단독 투약의 점), 각 마약류관리에 관한 법률 제60조 제1항    제2호, 제4조 제1항 제1호, 제2조 제3호 나목, 형법 제30조(필로폰 공동 매수, 공동투약의 점), 징역형 선택
1. 경합범가중
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 집행유예
형법 제62조 제1항
1. 보호관찰, 사회봉사명령 및 수강명령
마약류 관리에 관한 법률 제40조의2 제2항 본문, 제4항
1. 추징
마약류관리에 관한 법률 제67조 단서
1. 가납명령
형사소송법 제334조 제1항","형법 30조, 형법 37조, 형법 62조 제1항, 형사소송법 334조 제1항"
102,"1. 범죄사실에 대한 해당법조 및 형의 선택
○ 피고인 B: 각 대부업 등의 등록 및 금융이용자 보호에 관한 법률 제19조 제2항        제3호, 제11조 제1항, 형법 제30조, 대부업 등의 등록 및 금융이용자 보호에 관한 법률 제19조 제3항에 따라 징역형과 벌금형을 병과
○ 나머지 피고인들: 대부업 등의 등록 및 금융이용자 보호에 관한 법률 제19조 제1항 제1호, 제3조 제1항, 형법 제30조(미등록 대부업 영위의 점, 포괄하여), 각        대부업 등의 등록 및 금융이용자 보호에 관한 법률 제19조 제2항 제3호, 제11조       제1항, 형법 제30조(각 제한이율 초과이자 수령의 점), 피고인 A, E, J에 대하여        각 징역형 선택, 피고인 C, D, F, G, H, I에 대하여 각 벌금형 선택
1. 경합범가중2)
형법 제37조 전단, 제38조 제1항 제2호, 제50조
1. 노역장유치(피고인 B, C, D, F, H, G, I)
형법 제70조 제1항, 제69조 제2항
1. 집행유예(피고인 A, E, J)
형법 제62조 제1항
1. 가납명령(피고인 B, C, D, F, H, G, I)
형사소송법 제334조 제1항","형법 30조, 형법 37조, 형법 62조 제1항, 형법 70조 제1항, 형사소송법 334조 제1항"
